param z := 40;
param s := 5;
param v := 2;
param c := 3;

param Demand := 
1  0.000803429155663251
2  0.000951406002100867
3  0.000380610376636527
4  0.000618466478371856
5  0.000512392725428298
6  0.000695649396798754
7  0.000843419435135384
8  0.000424306894893672
9  0.000110637129007104
10  0.000597429377117032
11  0.000380072163557447
12  0.000462906508557862
13  0.000567661492069330
14  0.000138091940366586
15  0.000160928415309842
16  0.000976386806555645
17  0.000407465600351466
18  0.000607598571090764
19  0.000411097363827106
20  0.002096322377129740
21  0.000977756939314907
22  0.000289566403417517
23  0.000364714368173244
24  0.000424418921560095
25  0.000376874510876457
26  0.001813841435241270
27  0.000413586803445946
28  0.000476504164309527
29  0.001104592711015790
30  0.001067919293659960
31  0.002054678063366840
32  0.001521617246129450
33  0.000279801635275065
34  0.001011309532388760
35  0.001586138579717420
36  0.000915099561287692
37  0.000675259819771439
38  0.000019964112235636
39  0.000847033587564333
40  0.000647409833811700
;

param Time := 
1  1  0.0010
1  2  1.6420
1  3  1.8700
1  4  1.2150
1  5  1.2240
1  6  1.3240
1  7  2.3470
1  8  3.2520
1  9  3.0020
1  10  4.0630
1  11  1.3150
1  12  1.9470
1  13  1.9570
1  14  3.1200
1  15  3.1200
1  16  2.1110
1  17  3.7930
1  18  3.3800
1  19  4.4850
1  20  4.6850
1  21  5.5010
1  22  6.1030
1  23  6.1030
1  24  5.0010
1  25  6.2060
1  26  6.8560
1  27  6.4550
1  28  6.8670
1  29  5.6330
1  30  7.2060
1  31  7.7950
1  32  7.4070
1  33  7.8170
1  34  7.8260
1  35  7.7200
1  36  10.1790
1  37  9.2770
1  38  10.4550
1  39  5.0540
1  40  4.3470
2  1  1.6420
2  2  0.0010
2  3  2.2760
2  4  1.0980
2  5  1.8660
2  6  1.9660
2  7  2.9890
2  8  3.8940
2  9  3.6440
2  10  3.9460
2  11  1.1980
2  12  1.8300
2  13  1.8400
2  14  3.0030
2  15  3.0030
2  16  1.9940
2  17  3.6760
2  18  3.2630
2  19  4.3680
2  20  4.5680
2  21  5.3840
2  22  5.9860
2  23  5.9860
2  24  4.8840
2  25  6.0890
2  26  6.7390
2  27  6.3380
2  28  6.7500
2  29  5.5160
2  30  7.0890
2  31  7.6780
2  32  7.2900
2  33  7.7000
2  34  7.7090
2  35  7.6030
2  36  10.0620
2  37  9.1600
2  38  10.3380
2  39  4.9370
2  40  4.2300
3  1  1.8700
3  2  2.2760
3  3  0.0010
3  4  2.0840
3  5  1.8960
3  6  1.9960
3  7  3.0190
3  8  3.9240
3  9  3.6740
3  10  4.9320
3  11  2.1840
3  12  2.8160
3  13  2.8260
3  14  3.9890
3  15  3.9890
3  16  2.9800
3  17  4.6620
3  18  4.2490
3  19  5.3540
3  20  5.5540
3  21  6.3700
3  22  6.9720
3  23  6.9720
3  24  5.8700
3  25  7.0750
3  26  7.7250
3  27  7.3240
3  28  7.7360
3  29  6.5020
3  30  8.0750
3  31  8.6640
3  32  8.2760
3  33  8.6860
3  34  8.6950
3  35  8.5890
3  36  11.0480
3  37  10.1460
3  38  11.3240
3  39  5.9230
3  40  5.2160
4  1  1.2150
4  2  1.0980
4  3  2.0840
4  4  0.0010
4  5  1.4390
4  6  1.5390
4  7  2.5620
4  8  3.4670
4  9  3.2170
4  10  3.4460
4  11  0.6980
4  12  1.3300
4  13  1.3400
4  14  2.5030
4  15  2.5030
4  16  1.4940
4  17  3.1760
4  18  2.7630
4  19  3.8680
4  20  4.0680
4  21  4.8840
4  22  5.4860
4  23  5.4860
4  24  4.3840
4  25  5.5890
4  26  6.2390
4  27  5.8380
4  28  6.2500
4  29  5.0160
4  30  6.5890
4  31  7.1780
4  32  6.7900
4  33  7.2000
4  34  7.2090
4  35  7.1030
4  36  9.5620
4  37  8.6600
4  38  9.8380
4  39  4.4370
4  40  3.7300
5  1  1.2240
5  2  1.8660
5  3  1.8960
5  4  1.4390
5  5  0.0010
5  6  0.6980
5  7  1.7210
5  8  2.6260
5  9  2.3760
5  10  4.1840
5  11  1.5390
5  12  2.1710
5  13  2.1810
5  14  3.2410
5  15  3.2410
5  16  2.3350
5  17  4.0170
5  18  3.6040
5  19  4.7090
5  20  4.9090
5  21  5.7250
5  22  6.3270
5  23  6.3270
5  24  5.2250
5  25  6.4300
5  26  7.0800
5  27  6.6790
5  28  7.0910
5  29  5.8570
5  30  7.4300
5  31  8.0190
5  32  7.6310
5  33  8.0410
5  34  8.0500
5  35  7.9440
5  36  10.4030
5  37  9.5010
5  38  10.6790
5  39  5.2780
5  40  4.5710
6  1  1.3240
6  2  1.9660
6  3  1.9960
6  4  1.5390
6  5  0.6980
6  6  0.0010
6  7  0.8990
6  8  1.8040
6  9  1.5540
6  10  3.3620
6  11  1.0000
6  12  2.2710
6  13  2.2810
6  14  2.4190
6  15  2.4190
6  16  2.4350
6  17  4.1170
6  18  3.7040
6  19  4.8090
6  20  5.0090
6  21  5.8250
6  22  6.4270
6  23  6.4270
6  24  5.3250
6  25  6.5300
6  26  7.1800
6  27  6.7790
6  28  7.1910
6  29  5.9570
6  30  7.5300
6  31  8.1190
6  32  7.7310
6  33  8.1410
6  34  8.1500
6  35  8.0440
6  36  10.5030
6  37  9.6010
6  38  10.7790
6  39  5.3780
6  40  4.6710
7  1  2.3470
7  2  2.9890
7  3  3.0190
7  4  2.5620
7  5  1.7210
7  6  0.8990
7  7  0.0010
7  8  1.7030
7  9  1.4530
7  10  3.2610
7  11  0.8990
7  12  3.2940
7  13  2.6190
7  14  2.3180
7  15  2.3180
7  16  3.3300
7  17  4.0290
7  18  3.6160
7  19  4.7210
7  20  4.9210
7  21  5.7370
7  22  6.3390
7  23  6.3390
7  24  5.2370
7  25  6.4420
7  26  7.0920
7  27  6.6910
7  28  7.1030
7  29  5.8690
7  30  7.4420
7  31  8.0310
7  32  7.6430
7  33  8.0530
7  34  8.0620
7  35  7.9560
7  36  10.4150
7  37  9.5130
7  38  10.6910
7  39  5.7170
7  40  5.1690
8  1  3.2520
8  2  3.8940
8  3  3.9240
8  4  3.4670
8  5  2.6260
8  6  1.8040
8  7  1.7030
8  8  0.0010
8  9  0.5480
8  10  2.3560
8  11  1.8040
8  12  2.9660
8  13  1.7140
8  14  1.4130
8  15  1.4130
8  16  2.4250
8  17  3.1240
8  18  2.7110
8  19  3.8160
8  20  4.0160
8  21  4.8320
8  22  5.4340
8  23  5.4340
8  24  4.3320
8  25  5.5370
8  26  6.1870
8  27  5.7860
8  28  6.1980
8  29  4.9640
8  30  6.5370
8  31  7.1260
8  32  6.7380
8  33  7.1480
8  34  7.1570
8  35  7.0510
8  36  9.5100
8  37  8.6080
8  38  9.7860
8  39  4.8120
8  40  4.2640
9  1  3.0020
9  2  3.6440
9  3  3.6740
9  4  3.2170
9  5  2.3760
9  6  1.5540
9  7  1.4530
9  8  0.5480
9  9  0.0010
9  10  2.1060
9  11  1.5540
9  12  2.7160
9  13  1.4640
9  14  1.1630
9  15  1.1630
9  16  2.1750
9  17  2.8740
9  18  2.4610
9  19  3.5660
9  20  3.7660
9  21  4.5820
9  22  5.1840
9  23  5.1840
9  24  4.0820
9  25  5.2870
9  26  5.9370
9  27  5.5360
9  28  5.9480
9  29  4.7140
9  30  6.2870
9  31  6.8760
9  32  6.4880
9  33  6.8980
9  34  6.9070
9  35  6.8010
9  36  9.2600
9  37  8.3580
9  38  9.5360
9  39  4.5620
9  40  4.0140
10  1  4.0550
10  2  3.9380
10  3  4.9240
10  4  3.4380
10  5  4.1840
10  6  3.3620
10  7  3.2610
10  8  2.3560
10  9  2.1060
10  10  0.0010
10  11  3.3620
10  12  2.8940
10  13  1.6420
10  14  1.3410
10  15  1.3410
10  16  2.3530
10  17  3.0520
10  18  2.6390
10  19  3.3970
10  20  3.5970
10  21  4.4130
10  22  5.0150
10  23  5.0150
10  24  3.9130
10  25  5.1180
10  26  5.7680
10  27  5.3670
10  28  5.7790
10  29  4.5450
10  30  6.1180
10  31  6.7070
10  32  6.3190
10  33  6.7290
10  34  6.7380
10  35  6.6320
10  36  9.0910
10  37  8.1890
10  38  9.3670
10  39  4.7400
10  40  4.1920
11  1  1.3150
11  2  1.1980
11  3  2.1840
11  4  0.6980
11  5  1.5390
11  6  1.0000
11  7  0.8990
11  8  1.8040
11  9  1.5540
11  10  3.3620
11  11  0.0010
11  12  1.4300
11  13  1.4400
11  14  2.4190
11  15  2.4190
11  16  1.5940
11  17  3.2760
11  18  2.8630
11  19  3.9680
11  20  4.1680
11  21  4.9840
11  22  5.5860
11  23  5.5860
11  24  4.4840
11  25  5.6890
11  26  6.3390
11  27  5.9380
11  28  6.3500
11  29  5.1160
11  30  6.6890
11  31  7.2780
11  32  6.8900
11  33  7.3000
11  34  7.3090
11  35  7.2030
11  36  9.6620
11  37  8.7600
11  38  9.9380
11  39  4.5370
11  40  3.8300
12  1  1.9390
12  2  1.8220
12  3  2.8080
12  4  1.3220
12  5  2.1630
12  6  2.2630
12  7  3.2860
12  8  2.9660
12  9  2.7160
12  10  2.8940
12  11  1.4220
12  12  0.0010
12  13  0.7880
12  14  1.9510
12  15  1.9510
12  16  0.9420
12  17  2.6240
12  18  2.2110
12  19  3.3160
12  20  3.5160
12  21  4.3320
12  22  4.9340
12  23  4.9340
12  24  3.8320
12  25  5.0370
12  26  5.6870
12  27  5.2860
12  28  5.6980
12  29  4.4640
12  30  6.0370
12  31  6.6260
12  32  6.2380
12  33  6.6480
12  34  6.6570
12  35  6.5510
12  36  9.0100
12  37  8.1080
12  38  9.2860
12  39  3.8850
12  40  3.1780
13  1  1.9490
13  2  1.8320
13  3  2.8180
13  4  1.3320
13  5  2.1730
13  6  2.2730
13  7  2.6190
13  8  1.7140
13  9  1.4640
13  10  1.6420
13  11  1.4320
13  12  0.7880
13  13  0.0010
13  14  0.6990
13  15  0.6990
13  16  0.9520
13  17  2.4100
13  18  1.9970
13  19  3.1020
13  20  3.3020
13  21  4.1180
13  22  4.7200
13  23  4.7200
13  24  3.6180
13  25  4.8230
13  26  5.4730
13  27  5.0720
13  28  5.4840
13  29  4.2500
13  30  5.8230
13  31  6.4120
13  32  6.0240
13  33  6.4340
13  34  6.4430
13  35  6.3370
13  36  8.7960
13  37  7.8940
13  38  9.0720
13  39  3.8950
13  40  3.1880
14  1  3.1120
14  2  2.9950
14  3  3.9810
14  4  2.4950
14  5  3.2410
14  6  2.4190
14  7  2.3180
14  8  1.4130
14  9  1.1630
14  10  1.3410
14  11  2.4190
14  12  1.9510
14  13  0.6990
