param z := 20;
param s := 2;
param v := 2;
param c := 3;

param Demand := 
1  0.000803429155663251
2  0.000951406002100867
3  0.000380610376636527
4  0.000618466478371856
5  0.000512392725428298
6  0.000695649396798754
7  0.000843419435135384
8  0.000424306894893672
9  0.000110637129007104
10  0.000597429377117032
11  0.000380072163557447
12  0.000462906508557862
13  0.000567661492069330
14  0.000138091940366586
15  0.000160928415309842
16  0.000976386806555645
17  0.000407465600351466
18  0.000607598571090764
19  0.000411097363827106
20  0.002096322377129740
;

param Time := 
1  1  0.0010
1  2  1.6420
1  3  1.8700
1  4  1.2150
1  5  1.2240
1  6  1.3240
1  7  2.3470
1  8  3.2520
1  9  3.0020
1  10  4.0630
1  11  1.3150
1  12  1.9470
1  13  1.9570
1  14  3.1200
1  15  3.1200
1  16  2.1110
1  17  3.7930
1  18  3.3800
1  19  4.4850
1  20  4.6850
2  1  1.6420
2  2  0.0010
2  3  2.2760
2  4  1.0980
2  5  1.8660
2  6  1.9660
2  7  2.9890
2  8  3.8940
2  9  3.6440
2  10  3.9460
2  11  1.1980
2  12  1.8300
2  13  1.8400
2  14  3.0030
2  15  3.0030
2  16  1.9940
2  17  3.6760
2  18  3.2630
2  19  4.3680
2  20  4.5680
3  1  1.8700
3  2  2.2760
3  3  0.0010
3  4  2.0840
3  5  1.8960
3  6  1.9960
3  7  3.0190
3  8  3.9240
3  9  3.6740
3  10  4.9320
3  11  2.1840
3  12  2.8160
3  13  2.8260
3  14  3.9890
3  15  3.9890
3  16  2.9800
3  17  4.6620
3  18  4.2490
3  19  5.3540
3  20  5.5540
4  1  1.2150
4  2  1.0980
4  3  2.0840
4  4  0.0010
4  5  1.4390
4  6  1.5390
4  7  2.5620
4  8  3.4670
4  9  3.2170
4  10  3.4460
4  11  0.6980
4  12  1.3300
4  13  1.3400
4  14  2.5030
4  15  2.5030
4  16  1.4940
4  17  3.1760
4  18  2.7630
4  19  3.8680
4  20  4.0680
5  1  1.2240
5  2  1.8660
5  3  1.8960
5  4  1.4390
5  5  0.0010
5  6  0.6980
5  7  1.7210
5  8  2.6260
5  9  2.3760
5  10  4.1840
5  11  1.5390
5  12  2.1710
5  13  2.1810
5  14  3.2410
5  15  3.2410
5  16  2.3350
5  17  4.0170
5  18  3.6040
5  19  4.7090
5  20  4.9090
6  1  1.3240
6  2  1.9660
6  3  1.9960
6  4  1.5390
6  5  0.6980
6  6  0.0010
6  7  0.8990
6  8  1.8040
6  9  1.5540
6  10  3.3620
6  11  1.0000
6  12  2.2710
6  13  2.2810
6  14  2.4190
6  15  2.4190
6  16  2.4350
6  17  4.1170
6  18  3.7040
6  19  4.8090
6  20  5.0090
7  1  2.3470
7  2  2.9890
7  3  3.0190
7  4  2.5620
7  5  1.7210
7  6  0.8990
7  7  0.0010
7  8  1.7030
7  9  1.4530
7  10  3.2610
7  11  0.8990
7  12  3.2940
7  13  2.6190
7  14  2.3180
7  15  2.3180
7  16  3.3300
7  17  4.0290
7  18  3.6160
7  19  4.7210
7  20  4.9210
8  1  3.2520
8  2  3.8940
8  3  3.9240
8  4  3.4670
8  5  2.6260
8  6  1.8040
8  7  1.7030
8  8  0.0010
8  9  0.5480
8  10  2.3560
8  11  1.8040
8  12  2.9660
8  13  1.7140
8  14  1.4130
8  15  1.4130
8  16  2.4250
8  17  3.1240
8  18  2.7110
8  19  3.8160
8  20  4.0160
9  1  3.0020
9  2  3.6440
9  3  3.6740
9  4  3.2170
9  5  2.3760
9  6  1.5540
9  7  1.4530
9  8  0.5480
9  9  0.0010
9  10  2.1060
9  11  1.5540
9  12  2.7160
9  13  1.4640
9  14  1.1630
9  15  1.1630
9  16  2.1750
9  17  2.8740
9  18  2.4610
9  19  3.5660
9  20  3.7660
10  1  4.0550
10  2  3.9380
10  3  4.9240
10  4  3.4380
10  5  4.1840
10  6  3.3620
10  7  3.2610
10  8  2.3560
10  9  2.1060
10  10  0.0010
10  11  3.3620
10  12  2.8940
10  13  1.6420
10  14  1.3410
10  15  1.3410
10  16  2.3530
10  17  3.0520
10  18  2.6390
10  19  3.3970
10  20  3.5970
11  1  1.3150
11  2  1.1980
11  3  2.1840
11  4  0.6980
11  5  1.5390
11  6  1.0000
11  7  0.8990
11  8  1.8040
11  9  1.5540
11  10  3.3620
11  11  0.0010
11  12  1.4300
11  13  1.4400
11  14  2.4190
11  15  2.4190
11  16  1.5940
11  17  3.2760
11  18  2.8630
11  19  3.9680
11  20  4.1680
12  1  1.9390
12  2  1.8220
12  3  2.8080
12  4  1.3220
12  5  2.1630
12  6  2.2630
12  7  3.2860
12  8  2.9660
12  9  2.7160
12  10  2.8940
12  11  1.4220
12  12  0.0010
12  13  0.7880
12  14  1.9510
12  15  1.9510
12  16  0.9420
12  17  2.6240
12  18  2.2110
12  19  3.3160
12  20  3.5160
13  1  1.9490
13  2  1.8320
13  3  2.8180
13  4  1.3320
13  5  2.1730
13  6  2.2730
13  7  2.6190
13  8  1.7140
13  9  1.4640
13  10  1.6420
13  11  1.4320
13  12  0.7880
13  13  0.0010
13  14  0.6990
13  15  0.6990
13  16  0.9520
13  17  2.4100
13  18  1.9970
13  19  3.1020
13  20  3.3020
14  1  3.1120
14  2  2.9950
14  3  3.9810
14  4  2.4950
14  5  3.2410
14  6  2.4190
14  7  2.3180
14  8  1.4130
14  9  1.1630
14  10  1.3410
14  11  2.4190
14  12  1.9510
14  13  0.6990
14  14  0.0010
14  15  0.3980
14  16  1.4100
14  17  2.1090
14  18  1.6960
14  19  2.8010
14  20  3.0010
15  1  3.1120
15  2  2.9950
15  3  3.9810
15  4  2.4950
15  5  3.2410
15  6  2.4190
15  7  2.3180
15  8  1.4130
15  9  1.1630
15  10  1.3410
15  11  2.4190
15  12  1.9510
15  13  0.6990
15  14  0.3980
15  15  0.0010
15  16  1.4100
15  17  2.1090
15  18  1.6960
15  19  2.8010
15  20  3.0010
16  1  2.1030
16  2  1.9860
16  3  2.9720
16  4  1.4860
16  5  2.3270
16  6  2.4270
16  7  3.3300
16  8  2.4250
16  9  2.1750
16  10  2.3530
16  11  1.5860
16  12  0.9420
16  13  0.9520
16  14  1.4100
16  15  1.4100
16  16  0.0010
16  17  2.0830
16  18  1.6700
16  19  2.7750
16  20  2.9750
17  1  3.7850
17  2  3.6680
17  3  4.6540
17  4  3.1680
17  5  4.0090
17  6  4.1090
17  7  4.0290
17  8  3.1240
17  9  2.8740
17  10  3.0520
17  11  3.2680
17  12  2.6240
17  13  2.4100
17  14  2.1090
17  15  2.1090
17  16  2.0830
17  17  0.0010
17  18  0.5980
17  19  1.3510
17  20  1.5510
18  1  3.3720
18  2  3.2550
18  3  4.2410
18  4  2.7550
18  5  3.5960
18  6  3.6960
18  7  3.6160
18  8  2.7110
18  9  2.4610
18  10  2.6390
18  11  2.8550
18  12  2.2110
18  13  1.9970
18  14  1.6960
18  15  1.6960
18  16  1.6700
18  17  0.5980
18  18  0.0010
18  19  1.3510
18  20  1.5510
19  1  4.4770
19  2  4.3600
19  3  5.3460
19  4  3.8600
19  5  4.7010
19  6  4.8010
19  7  4.7210
19  8  3.8160
19  9  3.5660
19  10  3.3970
19  11  3.9600
19  12  3.3160
19  13  3.1020
19  14  2.8010
19  15  2.8010
19  16  2.7750
19  17  1.3510
19  18  1.3510
19  19  0.0010
19  20  1.2000
20  1  4.6770
20  2  4.5600
20  3  5.5460
20  4  4.0600
20  5  4.9010
20  6  5.0010
20  7  4.9210
20  8  4.0160
20  9  3.7660
20  10  3.5970
20  11  4.1600
20  12  3.5160
20  13  3.3020
20  14  3.0010
20  15  3.0010
20  16  2.9750
20  17  1.5510
20  18  1.5510
20  19  1.2000
20  20  0.0010
;
